title,year,release_date,total_gross_domestic,max_theaters,genre,budget_chart,detail_url
Minions: The Rise of Gru,2022,Jul 1,370549695.0,4427.0,-,,https://www.boxofficemojo.com/release/rl1736214017/?ref_=bo_yld_table_6
The Batman,2022,Mar 4,369345583.0,4417.0,-,,https://www.boxofficemojo.com/release/rl67732993/?ref_=bo_yld_table_7
Thor: Love and Thunder,2022,Jul 8,343256830.0,4375.0,-,,https://www.boxofficemojo.com/release/rl3523577345/?ref_=bo_yld_table_8
Spider-Man: No Way Home,2022,Dec 17,804793477.0,4336.0,-,,https://www.boxofficemojo.com/release/rl2869659137/?ref_=bo_yld_table_9
Sonic the Hedgehog 2,2022,Apr 8,190872904.0,4258.0,-,,https://www.boxofficemojo.com/release/rl1363641089/?ref_=bo_yld_table_10
Black Adam,2022,Oct 21,168152111.0,4402.0,-,,https://www.boxofficemojo.com/release/rl2728624641/?ref_=bo_yld_table_11
Elvis,2022,Jun 24,151040048.0,3932.0,-,,https://www.boxofficemojo.com/release/rl2869528065/?ref_=bo_yld_table_12
Uncharted,2022,Feb 18,148648820.0,4275.0,-,,https://www.boxofficemojo.com/release/rl2977334785/?ref_=bo_yld_table_13
Nope,2022,Jul 22,123277080.0,3807.0,-,,https://www.boxofficemojo.com/release/rl3562898177/?ref_=bo_yld_table_14
Lightyear,2022,Jun 17,118307188.0,4255.0,-,,https://www.boxofficemojo.com/release/rl6456065/?ref_=bo_yld_table_15
Smile,2022,Sep 30,105935048.0,3659.0,-,,https://www.boxofficemojo.com/release/rl2982445825/?ref_=bo_yld_table_16
The Lost City,2022,Mar 25,105344029.0,4283.0,-,,https://www.boxofficemojo.com/release/rl795706113/?ref_=bo_yld_table_17
Bullet Train,2022,Aug 5,103368602.0,4357.0,-,,https://www.boxofficemojo.com/release/rl192905985/?ref_=bo_yld_table_18
The Bad Guys,2022,Apr 22,97459240.0,4042.0,-,,https://www.boxofficemojo.com/release/rl2467005953/?ref_=bo_yld_table_19
Fantastic Beasts: The Secrets of Dumbledore,2022,Apr 15,95850844.0,4245.0,-,,https://www.boxofficemojo.com/release/rl2886305281/?ref_=bo_yld_table_20
DC League of Super-Pets,2022,Jul 29,93657117.0,4332.0,-,,https://www.boxofficemojo.com/release/rl470124033/?ref_=bo_yld_table_21
Where the Crawdads Sing,2022,Jul 15,90230760.0,3650.0,-,,https://www.boxofficemojo.com/release/rl2457109249/?ref_=bo_yld_table_22
The Black Phone,2022,Jun 24,90123230.0,3156.0,-,,https://www.boxofficemojo.com/release/rl3849487105/?ref_=bo_yld_table_23
Sing 2,2022,Dec 22,162790990.0,3892.0,-,,https://www.boxofficemojo.com/release/rl302024193/?ref_=bo_yld_table_24
Scream,2022,Jan 14,81641405.0,3666.0,-,,https://www.boxofficemojo.com/release/rl307200769/?ref_=bo_yld_table_25
Morbius,2022,Apr 1,73865530.0,4268.0,-,,https://www.boxofficemojo.com/release/rl2064025089/?ref_=bo_yld_table_26
Everything Everywhere All at Once,2022,Mar 25,77191785.0,2220.0,-,,https://www.boxofficemojo.com/release/rl3861218049/?ref_=bo_yld_table_27
Ticket to Paradise,2022,Oct 21,68275985.0,4066.0,-,,https://www.boxofficemojo.com/release/rl3949822721/?ref_=bo_yld_table_28
The Woman King,2022,Sep 16,67328130.0,3765.0,-,,https://www.boxofficemojo.com/release/rl2551874305/?ref_=bo_yld_table_29
Halloween Ends,2022,Oct 14,64079860.0,3901.0,-,,https://www.boxofficemojo.com/release/rl2047247873/?ref_=bo_yld_table_30
Dog,2022,Feb 18,61778069.0,3827.0,-,,https://www.boxofficemojo.com/release/rl1831174913/?ref_=bo_yld_table_31
Jackass Forever,2022,Feb 4,57743451.0,3653.0,-,,https://www.boxofficemojo.com/release/rl1688896001/?ref_=bo_yld_table_32
Puss in Boots: The Last Wish,2022,Dec 21,186090535.0,4121.0,-,,https://www.boxofficemojo.com/release/rl3899622145/?ref_=bo_yld_table_33
Violent Night,2022,Dec 2,50057405.0,3723.0,-,,https://www.boxofficemojo.com/release/rl4179395329/?ref_=bo_yld_table_34
"Lyle, Lyle, Crocodile",2022,Oct 7,46888441.0,4350.0,-,,https://www.boxofficemojo.com/release/rl2323088129/?ref_=bo_yld_table_35
Death on the Nile,2022,Feb 11,45630104.0,3420.0,-,,https://www.boxofficemojo.com/release/rl2416281089/?ref_=bo_yld_table_36
Don't Worry Darling,2022,Sep 23,45309403.0,4121.0,-,,https://www.boxofficemojo.com/release/rl3021046529/?ref_=bo_yld_table_37
Downton Abbey: A New Era,2022,May 20,44141550.0,3830.0,-,,https://www.boxofficemojo.com/release/rl24281857/?ref_=bo_yld_table_38
Barbarian,2022,Sep 9,40842944.0,2890.0,-,,https://www.boxofficemojo.com/release/rl919241473/?ref_=bo_yld_table_39
Dragon Ball Super: Super Hero,2022,Aug 19,38112140.0,3018.0,-,,https://www.boxofficemojo.com/release/rl349471489/?ref_=bo_yld_table_40
Strange World,2022,Nov 23,37968963.0,4174.0,-,,https://www.boxofficemojo.com/release/rl3422914049/?ref_=bo_yld_table_41
The Menu,2022,Nov 18,38501125.0,3228.0,-,,https://www.boxofficemojo.com/release/rl2839380737/?ref_=bo_yld_table_42
Jujutsu Kaisen 0,2022,Mar 18,34542754.0,2418.0,-,,https://www.boxofficemojo.com/release/rl3458958081/?ref_=bo_yld_table_43
The Northman,2022,Apr 22,34233110.0,3284.0,-,,https://www.boxofficemojo.com/release/rl3195503361/?ref_=bo_yld_table_44
The Bob's Burgers Movie,2022,May 27,31933830.0,3425.0,-,,https://www.boxofficemojo.com/release/rl2852292097/?ref_=bo_yld_table_45
Beast,2022,Aug 19,31846530.0,3754.0,-,,https://www.boxofficemojo.com/release/rl2222424833/?ref_=bo_yld_table_46
The Invitation,2022,Aug 26,25100080.0,3117.0,-,,https://www.boxofficemojo.com/release/rl690324225/?ref_=bo_yld_table_47
Avatar,2022,Sep 23,24714024.0,2040.0,-,,https://www.boxofficemojo.com/release/rl2319418113/?ref_=bo_yld_table_48
Ambulance,2022,Apr 8,22781115.0,3412.0,-,,https://www.boxofficemojo.com/release/rl1432912641/?ref_=bo_yld_table_49
Marry Me,2022,Feb 11,22438180.0,3643.0,-,,https://www.boxofficemojo.com/release/rl877691649/?ref_=bo_yld_table_50
The King's Man,2022,Dec 22,37176373.0,3180.0,-,,https://www.boxofficemojo.com/release/rl2181531137/?ref_=bo_yld_table_51
Father Stu,2022,Apr 13,20884796.0,2705.0,-,,https://www.boxofficemojo.com/release/rl3291185921/?ref_=bo_yld_table_52
The Unbearable Weight of Massive Talent,2022,Apr 22,20300157.0,3036.0,-,,https://www.boxofficemojo.com/release/rl2763358721/?ref_=bo_yld_table_53
Devotion,2022,Nov 23,20511938.0,3458.0,-,,https://www.boxofficemojo.com/release/rl1211925249/?ref_=bo_yld_table_54
Prey for the Devil,2022,Oct 28,19802293.0,2980.0,-,,https://www.boxofficemojo.com/release/rl3938025985/?ref_=bo_yld_table_55
Moonfall,2022,Feb 4,19060660.0,3446.0,-,,https://www.boxofficemojo.com/release/rl1478001409/?ref_=bo_yld_table_56
Paws of Fury: The Legend of Hank,2022,Jul 15,17811382.0,3481.0,-,,https://www.boxofficemojo.com/release/rl3979051777/?ref_=bo_yld_table_57
Amsterdam,2022,Oct 7,14947969.0,3005.0,-,,https://www.boxofficemojo.com/release/rl3406136833/?ref_=bo_yld_table_58
The Chosen Season 3: Episode 1 & 2,2022,Nov 18,14612089.0,2021.0,-,,https://www.boxofficemojo.com/release/rl2834137857/?ref_=bo_yld_table_59
The 355,2022,Jan 7,14570455.0,3145.0,-,,https://www.boxofficemojo.com/release/rl2572518145/?ref_=bo_yld_table_60
American Underdog,2022,Dec 25,26514814.0,2813.0,-,,https://www.boxofficemojo.com/release/rl1035239937/?ref_=bo_yld_table_61
Glass Onion,2022,Nov 23,13280000.0,696.0,-,,https://www.boxofficemojo.com/release/rl3907814145/?ref_=bo_yld_table_62
Whitney Houston: I Wanna Dance with Somebody,2022,Dec 23,23708080.0,3625.0,-,,https://www.boxofficemojo.com/release/rl101810945/?ref_=bo_yld_table_63
Easter Sunday,2022,Aug 5,13013690.0,3176.0,-,,https://www.boxofficemojo.com/release/rl2332525313/?ref_=bo_yld_table_64
One Piece Film: Red,2022,Nov 4,12775324.0,2367.0,-,,https://www.boxofficemojo.com/release/rl1474003713/?ref_=bo_yld_table_65
Licorice Pizza,2022,Nov 26,17318007.0,1977.0,-,,https://www.boxofficemojo.com/release/rl2233172737/?ref_=bo_yld_table_66
The Fabelmans,2022,Nov 11,17348945.0,1962.0,-,,https://www.boxofficemojo.com/release/rl337871617/?ref_=bo_yld_table_67
X,2022,Mar 18,11769469.0,2920.0,-,,https://www.boxofficemojo.com/release/rl1713931009/?ref_=bo_yld_table_68
Bros,2022,Sep 30,11628165.0,3356.0,-,,https://www.boxofficemojo.com/release/rl2674688769/?ref_=bo_yld_table_69
Bodies Bodies Bodies,2022,Aug 5,11446602.0,2541.0,-,,https://www.boxofficemojo.com/release/rl3502801665/?ref_=bo_yld_table_70
RRR,2022,Mar 25,14500000.0,1200.0,-,,https://www.boxofficemojo.com/release/rl641303297/?ref_=bo_yld_table_71
Terrifier 2,2022,Oct 6,10640105.0,1550.0,-,,https://www.boxofficemojo.com/release/rl585073409/?ref_=bo_yld_table_72
Mrs. Harris Goes to Paris,2022,Jul 15,10433915.0,1001.0,-,,https://www.boxofficemojo.com/release/rl1819771649/?ref_=bo_yld_table_73
West Side Story,2022,Dec 10,38530322.0,2820.0,-,,https://www.boxofficemojo.com/release/rl319325697/?ref_=bo_yld_table_74
Firestarter,2022,May 13,9739250.0,3413.0,-,,https://www.boxofficemojo.com/release/rl2917121/?ref_=bo_yld_table_75
Blacklight,2022,Feb 11,9591094.0,2772.0,-,,https://www.boxofficemojo.com/release/rl2469102337/?ref_=bo_yld_table_76
See How They Run,2022,Sep 16,9586237.0,2502.0,-,,https://www.boxofficemojo.com/release/rl3838411521/?ref_=bo_yld_table_77
The Matrix Resurrections,2022,Dec 22,37686805.0,3552.0,-,,https://www.boxofficemojo.com/release/rl2175304193/?ref_=bo_yld_table_78
Pearl,2022,Sep 16,9423445.0,2982.0,-,,https://www.boxofficemojo.com/release/rl2094039809/?ref_=bo_yld_table_79
Spider-Man: No Way Home,2022,Sep 2,9321593.0,3935.0,-,,https://www.boxofficemojo.com/release/rl735478529/?ref_=bo_yld_table_80
Redeeming Love,2022,Jan 21,9214020.0,1963.0,-,,https://www.boxofficemojo.com/release/rl3492250369/?ref_=bo_yld_table_81
Babylon,2022,Dec 23,15658225.0,3351.0,-,,https://www.boxofficemojo.com/release/rl2308997633/?ref_=bo_yld_table_82
The Banshees of Inisherin,2022,Oct 21,10582266.0,1205.0,-,,https://www.boxofficemojo.com/release/rl925926145/?ref_=bo_yld_table_83
Till,2022,Oct 14,9000202.0,2136.0,-,,https://www.boxofficemojo.com/release/rl1042187009/?ref_=bo_yld_table_84
Three Thousand Years of Longing,2022,Aug 26,8286741.0,2436.0,-,,https://www.boxofficemojo.com/release/rl2436662017/?ref_=bo_yld_table_85
Brahmastra Part One: Shiva,2022,Sep 9,7839108.0,810.0,-,,https://www.boxofficemojo.com/release/rl4181689089/?ref_=bo_yld_table_86
Bones and All,2022,Nov 23,7834907.0,2727.0,-,,https://www.boxofficemojo.com/release/rl734495489/?ref_=bo_yld_table_87
Memory,2022,Apr 29,7329043.0,2555.0,-,,https://www.boxofficemojo.com/release/rl2301330177/?ref_=bo_yld_table_88
Fall,2022,Aug 12,7240521.0,1548.0,-,,https://www.boxofficemojo.com/release/rl2982773505/?ref_=bo_yld_table_89
Men,2022,May 20,7587853.0,2212.0,-,,https://www.boxofficemojo.com/release/rl70025985/?ref_=bo_yld_table_90
Ghostbusters: Afterlife,2022,Nov 19,129360575.0,4315.0,-,,https://www.boxofficemojo.com/release/rl319391233/?ref_=bo_yld_table_91
BTS Permission to Dance on Stage - Seoul: Live Viewing,2022,Mar 12,6840000.0,803.0,-,,https://www.boxofficemojo.com/release/rl3660940033/?ref_=bo_yld_table_92
Marcel the Shell with Shoes On,2022,Jun 24,6333702.0,821.0,-,,https://www.boxofficemojo.com/release/rl566919937/?ref_=bo_yld_table_93
She Said,2022,Nov 18,5825995.0,2023.0,-,,https://www.boxofficemojo.com/release/rl2768536321/?ref_=bo_yld_table_94
Tár,2022,Oct 7,6773650.0,1090.0,-,,https://www.boxofficemojo.com/release/rl605979393/?ref_=bo_yld_table_95
I Heard the Bells,2022,Dec 1,5644104.0,1204.0,-,,https://www.boxofficemojo.com/release/rl3184820993/?ref_=bo_yld_table_96
Encanto,2022,Nov 24,96093622.0,3980.0,-,,https://www.boxofficemojo.com/release/rl1887208961/?ref_=bo_yld_table_97
Orphan: First Kill,2022,Aug 19,5413227.0,557.0,-,,https://www.boxofficemojo.com/release/rl81036033/?ref_=bo_yld_table_98
House of Gucci,2022,Nov 24,53809574.0,3477.0,-,,https://www.boxofficemojo.com/release/rl2182841089/?ref_=bo_yld_table_99
The Whale,2022,Dec 9,17463630.0,1721.0,-,,https://www.boxofficemojo.com/release/rl4040786689/?ref_=bo_yld_table_100
Lifemark,2022,Sep 9,5180537.0,1531.0,-,,https://www.boxofficemojo.com/release/rl1859879681/?ref_=bo_yld_table_101
Jaws,2022,Sep 2,5809280.0,1246.0,-,,https://www.boxofficemojo.com/release/rl550863617/?ref_=bo_yld_table_102
The Cursed,2022,Feb 18,4588389.0,1695.0,-,,https://www.boxofficemojo.com/release/rl3542975233/?ref_=bo_yld_table_103
Nightmare Alley,2022,Dec 17,11338107.0,2145.0,-,,https://www.boxofficemojo.com/release/rl1382580993/?ref_=bo_yld_table_104
Vengeance,2022,Jul 29,4330720.0,1003.0,-,,https://www.boxofficemojo.com/release/rl2485945089/?ref_=bo_yld_table_105
Ponniyin Selvan: Part I,2022,Sep 30,4282000.0,500.0,-,,https://www.boxofficemojo.com/release/rl350126849/?ref_=bo_yld_table_106
Moonage Daydream,2022,Sep 16,4218925.0,733.0,-,,https://www.boxofficemojo.com/release/rl1037533953/?ref_=bo_yld_table_107
Triangle of Sadness,2022,Oct 7,4608096.0,610.0,-,,https://www.boxofficemojo.com/release/rl3722543873/?ref_=bo_yld_table_108
Belle,2022,Jan 14,4018313.0,1338.0,-,,https://www.boxofficemojo.com/release/rl4095116033/?ref_=bo_yld_table_109
Family Camp,2022,May 13,3973263.0,1057.0,-,,https://www.boxofficemojo.com/release/rl3291251457/?ref_=bo_yld_table_110
Cyrano,2022,Feb 25,3873124.0,797.0,-,,https://www.boxofficemojo.com/release/rl2115666689/?ref_=bo_yld_table_111
Laal Singh Chaddha,2022,Aug 11,3401324.0,517.0,-,,https://www.boxofficemojo.com/release/rl3217982209/?ref_=bo_yld_table_112
The Outfit,2022,Mar 18,3344040.0,1328.0,-,,https://www.boxofficemojo.com/release/rl4262822657/?ref_=bo_yld_table_113
Clerks III,2022,Sep 16,4663106.0,5.0,-,,https://www.boxofficemojo.com/release/rl869958401/?ref_=bo_yld_table_114
The Worst Person in the World,2022,Feb 4,3034775.0,554.0,-,,https://www.boxofficemojo.com/release/rl3744301825/?ref_=bo_yld_table_115
K.G.F: Chapter 2,2022,Apr 15,2874000.0,,-,,https://www.boxofficemojo.com/release/rl322798337/?ref_=bo_yld_table_116
Breaking,2022,Aug 26,2806359.0,909.0,-,,https://www.boxofficemojo.com/release/rl449807105/?ref_=bo_yld_table_117
A Journal for Jordan,2022,Dec 25,6545174.0,2500.0,-,,https://www.boxofficemojo.com/release/rl1886552833/?ref_=bo_yld_table_118
Honk for Jesus. Save Your Soul.,2022,Sep 2,2561270.0,1882.0,-,,https://www.boxofficemojo.com/release/rl2989654785/?ref_=bo_yld_table_119
Mack & Rita,2022,Aug 12,2540965.0,1930.0,-,,https://www.boxofficemojo.com/release/rl2520744705/?ref_=bo_yld_table_120
Studio 666,2022,Feb 25,2513963.0,2306.0,-,,https://www.boxofficemojo.com/release/rl2519433985/?ref_=bo_yld_table_121
Crimes of the Future,2022,Jun 3,2452882.0,773.0,-,,https://www.boxofficemojo.com/release/rl1489470209/?ref_=bo_yld_table_122
Belfast,2022,Nov 12,9250870.0,1255.0,-,,https://www.boxofficemojo.com/release/rl4000285441/?ref_=bo_yld_table_123
Gigi & Nate,2022,Sep 2,2280814.0,1220.0,-,,https://www.boxofficemojo.com/release/rl617251585/?ref_=bo_yld_table_124
The Good House,2022,Sep 30,2219760.0,1061.0,-,,https://www.boxofficemojo.com/release/rl1036550913/?ref_=bo_yld_table_125
Parallel Mothers,2022,Dec 24,2297501.0,684.0,-,,https://www.boxofficemojo.com/release/rl2718728961/?ref_=bo_yld_table_126
Emily the Criminal,2022,Aug 12,2156296.0,483.0,-,,https://www.boxofficemojo.com/release/rl3325788929/?ref_=bo_yld_table_127
Umma,2022,Mar 18,2121025.0,805.0,-,,https://www.boxofficemojo.com/release/rl2653848321/?ref_=bo_yld_table_128
The Wolf and the Lion,2022,Feb 4,2072173.0,1005.0,-,,https://www.boxofficemojo.com/release/rl186680065/?ref_=bo_yld_table_129
E.T. the Extra-Terrestrial,2022,Aug 12,2234590.0,793.0,-,,https://www.boxofficemojo.com/release/rl2882765569/?ref_=bo_yld_table_130
Drive My Car,2022,Nov 24,2352240.0,213.0,-,,https://www.boxofficemojo.com/release/rl404194049/?ref_=bo_yld_table_131
Jeepers Creepers: Reborn,2022,Sep 19,2033057.0,996.0,-,,https://www.boxofficemojo.com/release/rl1725006593/?ref_=bo_yld_table_132
Watcher,2022,Jun 3,1961207.0,764.0,-,,https://www.boxofficemojo.com/release/rl3576791809/?ref_=bo_yld_table_133
Mr. Malcolm's List,2022,Jul 1,1885718.0,1384.0,-,,https://www.boxofficemojo.com/release/rl2630124289/?ref_=bo_yld_table_134
Armageddon Time,2022,Oct 28,1872625.0,1006.0,-,,https://www.boxofficemojo.com/release/rl2295104257/?ref_=bo_yld_table_135
Radhe Shyam,2022,Mar 11,1860000.0,800.0,-,,https://www.boxofficemojo.com/release/rl3828712193/?ref_=bo_yld_table_136
Vikram,2022,Jun 3,1770000.0,465.0,-,,https://www.boxofficemojo.com/release/rl1539801857/?ref_=bo_yld_table_137
The King's Daughter,2022,Jan 21,1758963.0,2170.0,-,,https://www.boxofficemojo.com/release/rl3541795585/?ref_=bo_yld_table_138
2022 Oscar Nominated Short Films: Live Action/2022 Oscar Nominated Short Films: Animation/2022 Oscar Nominated Short Films: Documentary,2022,Feb 25,1801646.0,355.0,-,,https://www.boxofficemojo.com/release/rl489718529/?ref_=bo_yld_table_139
Infinite Storm,2022,Mar 25,1600543.0,1525.0,-,,https://www.boxofficemojo.com/release/rl758153985/?ref_=bo_yld_table_140
Vikram Vedha,2022,Sep 30,1589362.0,558.0,-,,https://www.boxofficemojo.com/release/rl81691393/?ref_=bo_yld_table_141
The Duke,2022,Apr 22,1526970.0,353.0,-,,https://www.boxofficemojo.com/release/rl3540026113/?ref_=bo_yld_table_142
Running the Bases,2022,Sep 16,1511980.0,1080.0,-,,https://www.boxofficemojo.com/release/rl4241457921/?ref_=bo_yld_table_143
¿Y cómo es él?,2022,Apr 22,1500636.0,325.0,-,,https://www.boxofficemojo.com/release/rl3249242625/?ref_=bo_yld_table_144
The Kashmir Files,2022,Mar 18,1485000.0,230.0,-,,https://www.boxofficemojo.com/release/rl1077379841/?ref_=bo_yld_table_145
2000 Mules,2022,May 20,1465513.0,415.0,-,,https://www.boxofficemojo.com/release/rl2915074817/?ref_=bo_yld_table_146
It's a Wonderful Life,2022,Dec 18,1439643.0,960.0,-,,https://www.boxofficemojo.com/release/rl2046132993/?ref_=bo_yld_table_147
The Godfather,2022,Feb 25,1414662.0,596.0,-,,https://www.boxofficemojo.com/release/rl3240854273/?ref_=bo_yld_table_148
Spoiler Alert,2022,Dec 2,1384003.0,783.0,-,,https://www.boxofficemojo.com/release/rl415793921/?ref_=bo_yld_table_149
Medieval,2022,Sep 9,1374325.0,1311.0,-,,https://www.boxofficemojo.com/release/rl969835265/?ref_=bo_yld_table_150
Rogue One: A Star Wars Story,2022,Aug 26,1362667.0,255.0,-,,https://www.boxofficemojo.com/release/rl785810177/?ref_=bo_yld_table_151
Decision to Leave,2022,Oct 14,2179864.0,169.0,-,,https://www.boxofficemojo.com/release/rl2514715393/?ref_=bo_yld_table_152
Howl's Moving Castle,2022,Sep 23,1212525.0,868.0,-,,https://www.boxofficemojo.com/release/rl1423737601/?ref_=bo_yld_table_153
F3: Fun and Frustration,2022,May 27,1195000.0,400.0,-,,https://www.boxofficemojo.com/release/rl2344911617/?ref_=bo_yld_table_154
Dune: Part One,2022,Oct 22,108327830.0,4125.0,-,,https://www.boxofficemojo.com/release/rl3162015233/?ref_=bo_yld_table_155
Aftersun,2022,Oct 21,1658790.0,97.0,-,,https://www.boxofficemojo.com/release/rl2866774785/?ref_=bo_yld_table_156
After Ever Happy,2022,Sep 7,1072750.0,1144.0,-,,https://www.boxofficemojo.com/release/rl1876656897/?ref_=bo_yld_table_157
Fire of Love,2022,Jul 6,1120412.0,191.0,-,,https://www.boxofficemojo.com/release/rl4274815745/?ref_=bo_yld_table_158
"Hallelujah: Leonard Cohen, a Journey, a Song",2022,Jul 1,1062603.0,168.0,-,,https://www.boxofficemojo.com/release/rl289309441/?ref_=bo_yld_table_159
The Contractor,2022,Apr 1,1035265.0,489.0,-,,https://www.boxofficemojo.com/release/rl3254813441/?ref_=bo_yld_table_160
Jug Jugg Jeeyo,2022,Jun 24,1033000.0,318.0,-,,https://www.boxofficemojo.com/release/rl415924993/?ref_=bo_yld_table_161
'83,2022,Dec 23,4055660.0,486.0,-,,https://www.boxofficemojo.com/release/rl3882713857/?ref_=bo_yld_table_162
Coldplay Music of The Spheres Live Broadcast from Buenos Aires,2022,Oct 28,1015000.0,833.0,-,,https://www.boxofficemojo.com/release/rl635863809/?ref_=bo_yld_table_163
The Beatles: Get Back - The Rooftop Concert,2022,Jan 30,976712.0,179.0,-,,https://www.boxofficemojo.com/release/rl2703917825/?ref_=bo_yld_table_164
Venom: Let There Be Carnage,2022,Oct 1,213550366.0,4225.0,-,,https://www.boxofficemojo.com/release/rl1908310529/?ref_=bo_yld_table_165
Man of God,2022,Mar 21,920561.0,830.0,-,,https://www.boxofficemojo.com/release/rl2683470593/?ref_=bo_yld_table_166
Empire of Light,2022,Dec 9,1177577.0,436.0,-,,https://www.boxofficemojo.com/release/rl4291789569/?ref_=bo_yld_table_167
Johnny Cash: The Redemption of an American Icon,2022,Dec 5,840580.0,1087.0,-,,https://www.boxofficemojo.com/release/rl4293952257/?ref_=bo_yld_table_168
The Tiger Rising,2022,Jan 21,835162.0,872.0,-,,https://www.boxofficemojo.com/release/rl3894772481/?ref_=bo_yld_table_169
Hansan: Rising Dragon,2022,Jul 29,865888.0,32.0,-,,https://www.boxofficemojo.com/release/rl1909293825/?ref_=bo_yld_table_170
Acharya,2022,Apr 29,832000.0,396.0,-,,https://www.boxofficemojo.com/release/rl1128170241/?ref_=bo_yld_table_171
Petite Maman,2022,Apr 22,829065.0,224.0,-,,https://www.boxofficemojo.com/release/rl2654765825/?ref_=bo_yld_table_172
Evangelion: 3.0+1.0 Thrice Upon a Time,2022,Dec 6,810744.0,745.0,-,,https://www.boxofficemojo.com/release/rl3051324161/?ref_=bo_yld_table_173
The Roundup,2022,May 19,812859.0,22.0,-,,https://www.boxofficemojo.com/release/rl2110096129/?ref_=bo_yld_table_174
Star Trek II: The Wrath of Khan,2022,Sep 4,794943.0,967.0,-,,https://www.boxofficemojo.com/release/rl1624998657/?ref_=bo_yld_table_175
"The Metropolitan Opera HD Live: Kevin Puts: The Hours, Libretto by Greg Pierce",2022,Dec 10,791374.0,826.0,-,,https://www.boxofficemojo.com/release/rl2297660161/?ref_=bo_yld_table_176
The Phantom of the Open,2022,Jun 3,748695.0,501.0,-,,https://www.boxofficemojo.com/release/rl4114318081/?ref_=bo_yld_table_177
Saint Michael Meet the Angel,2022,Sep 29,643828.0,811.0,-,,https://www.boxofficemojo.com/release/rl4091118337/?ref_=bo_yld_table_178
Ante Sundharaniki,2022,Jun 10,620000.0,350.0,-,,https://www.boxofficemojo.com/release/rl2580120321/?ref_=bo_yld_table_179
Unsilenced,2022,Jan 21,613621.0,186.0,-,,https://www.boxofficemojo.com/release/rl2599977729/?ref_=bo_yld_table_180
HIT: The 2nd Case,2022,Dec 2,600000.0,280.0,-,,https://www.boxofficemojo.com/release/rl2884731649/?ref_=bo_yld_table_181
Official Competition,2022,Jun 17,593790.0,173.0,-,,https://www.boxofficemojo.com/release/rl3224732417/?ref_=bo_yld_table_182
Gangubai Kathiawadi,2022,Mar 4,592000.0,,-,,https://www.boxofficemojo.com/release/rl3006432001/?ref_=bo_yld_table_183
When I'm Young,2022,Sep 23,588028.0,315.0,-,,https://www.boxofficemojo.com/release/rl853312257/?ref_=bo_yld_table_184
The Mean One,2022,Dec 8,612260.0,162.0,-,,https://www.boxofficemojo.com/release/rl3170075393/?ref_=bo_yld_table_185
"Confess, Fletch",2022,Sep 16,538842.0,516.0,-,,https://www.boxofficemojo.com/release/rl3688530689/?ref_=bo_yld_table_186
Call Jane,2022,Oct 28,512770.0,1068.0,-,,https://www.boxofficemojo.com/release/rl960135937/?ref_=bo_yld_table_187
The Quintessential Quintuplets Movie,2022,Dec 2,502000.0,910.0,-,,https://www.boxofficemojo.com/release/rl2146272001/?ref_=bo_yld_table_188
God's Country,2022,Sep 16,493679.0,785.0,-,,https://www.boxofficemojo.com/release/rl4107043585/?ref_=bo_yld_table_189
Deep in the Heart: A Texas Wildlife Story,2022,Jun 3,480240.0,69.0,-,,https://www.boxofficemojo.com/release/rl372671233/?ref_=bo_yld_table_190
The Railway Children Return,2022,Sep 23,466391.0,923.0,-,,https://www.boxofficemojo.com/release/rl64258817/?ref_=bo_yld_table_191
Vivo,2022,Apr 25,454807.0,705.0,-,,https://www.boxofficemojo.com/release/rl3611263745/?ref_=bo_yld_table_192
Selena,2022,Apr 7,444681.0,427.0,-,,https://www.boxofficemojo.com/release/rl3946545921/?ref_=bo_yld_table_193
Eiffel,2022,Apr 29,444814.0,308.0,-,,https://www.boxofficemojo.com/release/rl3039724289/?ref_=bo_yld_table_194
Brian and Charles,2022,Jun 17,430635.0,279.0,-,,https://www.boxofficemojo.com/release/rl3912401665/?ref_=bo_yld_table_195
King Richard,2022,Nov 19,15129285.0,3302.0,-,,https://www.boxofficemojo.com/release/rl1191740929/?ref_=bo_yld_table_196
Superspreader,2022,Sep 30,399370.0,235.0,-,,https://www.boxofficemojo.com/release/rl2061402881/?ref_=bo_yld_table_197
The Inspection,2022,Nov 18,390429.0,144.0,-,,https://www.boxofficemojo.com/release/rl3486810881/?ref_=bo_yld_table_198
Alice,2022,Mar 18,373043.0,169.0,-,,https://www.boxofficemojo.com/release/rl3945104129/?ref_=bo_yld_table_199
Emergency Declaration,2022,Aug 12,412196.0,42.0,-,,https://www.boxofficemojo.com/release/rl2496430849/?ref_=bo_yld_table_200
Barbie,2023,Jul 21,636238421.0,4337.0,-,,https://www.boxofficemojo.com/release/rl1077904129/?ref_=bo_yld_table_1
The Super Mario Bros. Movie,2023,Apr 5,574934330.0,4371.0,-,,https://www.boxofficemojo.com/release/rl1930593025/?ref_=bo_yld_table_2
Spider-Man: Across the Spider-Verse,2023,Jun 2,381311319.0,4332.0,-,,https://www.boxofficemojo.com/release/rl2812183041/?ref_=bo_yld_table_3
Guardians of the Galaxy Vol. 3,2023,May 5,358995815.0,4450.0,-,,https://www.boxofficemojo.com/release/rl2977202945/?ref_=bo_yld_table_4
Oppenheimer,2023,Jul 21,330078895.0,3761.0,-,,https://www.boxofficemojo.com/release/rl3725886209/?ref_=bo_yld_table_5
